x,y,labels,Headline
11.349149,5.729744,229,රාජිත වෙනුවෙන් බේරුවල සංවිධාන කර තිබූ විරෝධතාවකට අධිකරණයෙන් වාරණයක්
9.798007,3.6374152,283,මංගල කරන්නේ රංගනයක්ද ? 
11.579082,6.302932,246,පාසල් විවෘත කළත් ගැටළු රැසක් ඇති බව ගුරු සංගම් කියයි
11.511614,4.8454213,308,කිරිපිටි සමාගම් මිල වැඩි කිරීමක් අපේක්ෂාවෙන්
6.5146837,6.55129,35,පාකිස්ථාන හිටපු ක්රිකට් නායක ෂහීඩ් අෆ්රිඩිට කොරෝනා වෛරසය ආසාදනය වෙයි
7.139999,4.192631,190,ජනතාවගේ විශ්වාසය යළි දිනාගත යුතු බව එක්සත් ජාතික පක්ෂ නායක රනිල් කියයි 
4.2322445,1.2720281,76,ඕමන්තේ ළිඳකින් ආර්.පී.ජී. උණ්ඩ හමුවේ
10.16964,3.0492003,316,අධිවේගේ නිදිමත ආවොත් නිදාගන්න පුලුවන්ද ? රටම කතාකරන ප්රශ්නයට දුන් අලුත් උත්තරේ
9.5169735,6.971361,190,ඩෙංගු පාලනය කිරීමට පාසල් සිසුවා නිපද වූ උපකරණය අගමැතිට හඳුන්වා දෙයි
4.2881713,1.1843507,76,බම්බලපිටිය පොලිස් ක්ෂේත්ර බලකා මූලස්ථානයට ඇතුළුවීමට උත්සාහ කළ පුද්ගලයා සී.සී.ඩී.යට භාර දෙයි
13.086067,1.3448702,291,මියගිය වන අලියෙකුගේ සිරුරක් හබරණ - තුම්බිකුලම රක්ෂිතයේ තිබී හමුවෙයි
7.637853,1.8072864,187,මුහුණට මුහුණ සංවාදයකට පාලිත රංගේබණ්ඩාරගෙන් සජිත් ට අභියෝගයක් 
7.4101,4.5803857,190,නිදහස් හා සාධාරණ මැතිවරණයකට පසුබිම සකසන බව ජනපති කියයි
4.761839,1.3605928,76,අජිත් පී පෙරේරාගෙන් චෝදනාවක් 
8.179028,2.4599442,151,මැතිවරණය ගැන දේශපාලන වේදිකාවේ අදත් විවිධ අදහස් 
7.402561,4.47714,190,අපරාධ සිදුකිරීම සඳහා වූ අභ්යාස විද්යාලයක් බවට බන්ධනාගාරය පත්වී ඇති බව නීතිපති කියයි 
7.498153,4.045779,190,ජනතාව සතු වගකීමක් ගැන අගමැති මහින්ද කියයි 
7.830563,0.5206537,268,එජාපයේ තීරණයට එරෙහිව වාරණ නියෝගයක් නිකුත් කිරීම අධිකරණය ප්රතික්ෂේප කරයි
8.378847,4.5781465,278,රට මෙන්ම ලෝකය පිළිබඳව දැනුමක් ඇති අපේක්ෂකයින් තරඟ බිමට - අගමැති 
7.1985183,4.2848563,190,"ඉක්මන් තීරණයක් ගත නොහැකි බව, උතුරේ පක්ෂයක් කියයි"
8.48554,4.615296,278,ලංකාව මුහුණ දෙන අභියෝග ජය ගත හැකි රාජ්ය සේවයක් ගොඩනගනවා - සජිත්
7.0765486,4.1372967,190,නොවැම්බර් 16 වනදායින් පසු වමේ ආණ්ඩුවක් ගොඩ නගන බව නිදහස් පක්ෂය කියයි
12.894729,1.4243735,291,තමිල්නාඩුවේ නළ ළිඳක සිර වී මියගිය දෙහැවිරිදි දරුවාගේ සිරුර ගොඩ ගැනේ
7.425984,3.6565657,278,සහරාන්ගේ සගයන් ආරක්ෂා කරන්නේ එජාපයයි - නිදහස් පක්ෂයෙන් චෝදනා
7.2206373,4.445534,190,සමාජවාදී ක්රමවේදයක් අනුගමනය කරන බව සජිත් කියයි
7.2959228,4.3154283,190,එජාපයට පරාජය දරා ගත නොහැකි වී ඇති බව මහින්දානන්ද කියයි
7.2557073,4.3076863,190,තම හැකියාව හා දක්ෂතා ගැන තමන්ට සුපිරි විශ්වාසයක් පවතින බව ජනපති අපේක්ෂක සජිත් කියයි
7.456736,4.5637484,190,රටට නව දේශපාලන බලවේගයක් අවශ්ය බව අනුර කියයි
7.767655,4.6289706,190,ජාතික ආරක්ෂාව තහවුරු කරමින් රට සංවර්ධනය කරන බව ජනපති අපේක්ෂක ගෝඨාභය කියයි
4.3795986,1.2950095,76,ඇමරිකානු එම්.සී.සී. ගිවිසුමට මහාසංඝරත්නය ඇතුළු පාර්ශව රැසකින් විරෝධය
7.3864536,4.363155,190,පරාර්ථකාමී රාජ්ය සේවයක් බිහි කරන බව ඇමති සජිත් කියයි
7.6911874,4.721691,190,අභිමානවත් දේශයක් සඳහා කැපවන බව ගෝඨාභය කියයි
4.365054,1.3135797,76,එම්.සී.සී. ගිවිසුම පාර්ලිමේන්තුවට ඉදිරිපත් කරන්නේ අත්සන් තැබීමෙන් පසුවයි - මංගල
7.5457597,0.2882189,268,විමල් ඇතුළු 06 දෙනාට එරෙහි නඩුව ලබන වසර දක්වා කල් යයි
4.7453184,1.596318,76,ගෝඨාභයට 65%ක ඡන්ද පදනමක් - ජී.එල්
12.9922495,1.2403802,291,අතුරුදන්ව සිටි පුද්ගලයෙකුගේ මළ සිරුර වළ දමා තිබියදී සොයා ගැනේ
7.3425922,4.454314,190,ගිනිගත්හේනේ වෙඩි තැබීම ගැන කණගාටුවන බව ගෝඨාභය රාජපක්ෂ කියයි
8.259769,4.450946,278,ජාතික ආරක්ෂාව තහවුරු කරනවා -ගෝඨාභය
4.432067,1.2844396,76,ගිනිගත්හේනේ වෙඩි තැබීමේ සිද්ධිය ගැන එස්.බී.ගෙන් පැහැදිලි කිරීමක්
4.681765,1.4519875,76,ගැටළු ශිෂ්ඨ සම්පන්න ලෙස විසඳ ගමු - අජිත් පී.ගේ චෝදනාවලට විදුලි සංදේශ කොමිසමෙන් පිළිතුරු
4.35379,1.2082824,76,Update : එස්.බී. දිසානායකගේ ආරක්ෂක නිලධාරීන් දෙදෙනා රිමාන්ඩ්
7.731573,4.69944,190,ගොවි රක්ෂණය සහ විශ්රාම වැටුප යළි ක්රියාත්මක කරන බව ගෝඨාභය කියයි
13.093938,1.2074778,291,ගිංඔය ඉවුරෙන් කාන්තා මළ සිරුරක් හමුවෙයි
4.3652387,1.3068717,76,1815 කන්ද උඩරට ගිවිසුමට වඩා එම්.සී.සී. ගිවිසුම හානිකරයි
16.564013,2.1190841,76,‘ෂූ කේ ෂෙන්’ දිවයිනට
4.469085,1.2435796,76,"අපහාසාත්මක ප්රකාශවලට, හිරු ටී.වී. සභාපතිගෙන්, මංගල ඇතුලු තුන්දෙනෙකුගෙන් රුපියල් බිලියනය බැගින් ඉල්ලා එන්තරවාසි"
7.57497,0.29608533,268,ප්රියංක ප්රනාන්දුට එරෙහි වෙස්මිනිස්ටර් නඩුව කල් යයි
7.1418347,4.165732,190,ජනබලයට ලක්ෂ දෙකක් පැමිණි බව මහින්දානන්ද කියයි
7.5032063,0.6346183,268,20 අභියෝගයට ලක් කරමින් ගම්මන්පිලගෙන් ශ්රේෂ්ඨාධිකරණයට පෙත්සමක්
13.039191,1.2879333,291,පසුගිය පස් වසර තුළ හඳුනා නොගත් මළ සිරුරු 300ක්
8.293754,5.1912107,135,කොබ්බෑකඩුවගේ මරණය ගැන විමර්ශනය නොකිරීම කණගාටුවට කරුණක් - මල්වතු අනුනායක හිමි
7.44598,4.5618787,190,අධිකරණ පද්ධතියට එල්ලවන බලපෑම ඉතා අයහපත් බව හිටපු ජනපති කියයි
11.614316,6.506937,246,සංවර්ධන නිලධාරීන් අනිද්දා වර්ජනයක
11.5509615,6.4859343,246,සංවර්ධන නිලධාරීන් අද වර්ජනයේ
8.298423,2.3373103,151,හිටපු ජනපති ඉන්දීය මාධ්යයට කළ ප්රකාශය ගැන විවිධ අදහස්
8.320774,2.3193245,151,හිටපු ජනපති හින්දු පුවත්පතට කළ ප්රකාශය ගැන විවිධ අදහස්
4.3960433,1.2454126,76,ඩී.අයි.ජී. නාලක සිල්වා ගැන මාධ්යයට හෙළි කළ නාමල් කුමාරගෙන් සී.අයි.ඩී.ය ප්රශ්න කරයි
7.636856,1.7514817,187,ඩෑන්ට නාමල්ගෙන් පිළිතුරු
8.665439,3.7124226,278,ආරක්ෂාව ප්රමාණවත් නෑ - නාමල් කුමාර
10.205706,2.8414133,316,නියෝමාල් රංගජීව ඊයේ බන්ධනාගාර බස් එකේ ඉඳන් කියපු කතාව
8.424028,5.375927,135,මල්වතු සහ අස්ගිරි මහ නාහිමිවරුන්ගෙන් ජනපතිට ලිපියක්
7.343172,4.447599,190,පළමු අවස්ථාවේම ආණ්ඩුව පෙරලන බව හිටපු ජනපති කියයි
4.217506,1.1272807,76,ඊ.ටී.අයි. අධ්යක්ෂවරුන් මුහුදෙන් පැන යනු ඇතැයි තැන්පතුකරුවන්ට සැකයක්
7.5150666,4.695294,190,වකුගඩු රෝගීන් වාර්තාවීමේ අඩුවක් පවතින බව ජනපති කියයි
11.605679,6.0106087,229,මහියංගනයේ ගම්වාසින් පිරිසක් විරෝධතාවක
8.052626,2.55887,151,රුපියල කඩාවැටීම ගැන පක්ෂ විපක්ෂ අදහස්
7.409769,4.437712,190,පාතාලය රජවෙද්දී ආණ්ඩුව නිහඬ බව හිටපු ජනපති කියයි
8.573203,4.482763,278,අපනයන ආර්ථිකය ශක්තිමත් කරනවා - අගමැති
4.39874,1.2349006,76,රජයේ රස පරීක්ෂක හමුවට පැමිණි ඩී.අයි.ජී. නාලක නිහඬව පිටව යයි - සී.අයි.ඩී.යට තවත් පැමිණිල්ලක්
11.549031,4.510542,308,පළතුරු සහ එළවළු ආනයනය සීමා කිරීමේ සූදානමක්
7.6700697,2.056386,187,"ඇමති අකිල, කෘෂිකර්ම ඇමතිකමට කැමැත්තෙන්"
11.270318,5.758388,229,මාර්ගයක් පිළිසකර කර දෙන ලෙස ඉල්ලා බගවන්තලාවේ උද්ඝෝෂණයක් 
11.745782,4.613612,308,පානීය ජල බෝතල්වලටත් මිලක් නියම වෙයි
12.985634,1.4967448,291,දියේ ගිලී අතුරුදන් වූ තරුණයාගේ සිරුර හමුවේ 
13.166271,1.0888835,291,මිනුවන්ගොඩ නිවසක් තුල තිබී මළ සිරුරක් හමුවෙයි
8.561133,3.7795815,278,දේශපාලන අස්ථාවර භාවයක් නැහැ - අගමැති
6.669327,3.3497288,278,දෙමළ ජාතික සන්ධානයට පෙරටුගාමීන්ගෙන් සහතිකයක්
8.694664,1.930117,261,"2014, 2015 සහල් ආනයනය ගැන සෙවූ විගණකාධිපති වාර්තාව කෝප් කමිටුවට"
10.806638,2.602847,316,පිටිගල දී චූන් පාන් මත්පැන් අලෙවිකරුවෙකු අල්ලපු හැටි මෙන්න
8.564694,3.5668898,278,දෙමුහුන් අධිකරණයට විරුද්ධයි - අමාත්ය නවීන් දිසානායක
8.500478,3.713435,278,සදාචාරාත්මක නොවන විදිහට විරෝධය දක්වන්නේ නම් පිළිතුරු දෙන්න සූදානම් - අමාත්ය විජිත් විජයමුණි
8.150451,2.5773618,151,හම්බන්තොට විරෝධතාවය ගැන දේශපාලන පක්ෂ නියෝජිතයින් අදහස් පළකරයි
11.508568,6.6750164,246,මධ්යම පළාත් ලියාපදිංචි වෛද්ය නිලධාරීන් වෘත්තිය ක්රියාමාර්ගයකට සූදානම්
6.723496,3.38173,278,නව ව්යවස්ථාවට දෙමළ සන්ධානයේ සහාය
7.659279,1.5995693,187,බන්දුලගෙන් මර්දන චෝදනා
11.308017,8.443672,28,Update : මොරගහකන්ද ජලාශයට ජනපති අතින් ජලය පිරවේ 
13.295665,1.1239866,291,මිනුවන්ගොඩ නිවසක සහ දඹානේ රක්ෂිතයක මළ සිරුරු දෙකක්
8.547173,2.6501064,151,විමල් ගැන කැබිනට් මාධ්ය හමුවේත් සංවාද
8.608038,4.2192826,278,විවේචන එල්ල කළද සංවර්ධන කාර්ය ඉටුකරනවා - ජනපති
4.3897386,1.5354066,76,ජී.එස්.පී. ලැබීමෙන් නව වෙළඳපොලක් විවෘත වූ බව අගමැති කියයි
4.6745505,1.4967973,76,එජාපයත් හරි. අපිත් හරි. එස්.බී. කියයි
11.586497,6.067506,229,ඒකාබද්ධ විපක්ෂය ඇහැලියගොඩදී විරෝධතාවක
7.206661,4.3163657,190,සටන අත්නොහරින බව පියංකර කියයි
7.452981,3.7835627,190,නියඟය ගැන ජාත්යන්තර ප්රජාවත් දැනුවත් කරයි
4.779285,1.246264,76,වැඩබලන පොලිස්පති සී ඩී වික්රමරත්න
7.8422704,0.3901773,268,වසන්ත සොයිසා ඝාතන සැකකරුට ඇප ලබාදීම ගැන තීන්දුව 23
8.505217,4.1280756,278,නිදහස් අරගලයේදී කටයුතු කල ආකාරය සියලුදෙනාට අමතක වෙලා - ජනපති
11.323583,1.9086528,320,පෙම්වතිය බය කරන්න පෙම්වතා ගෙළ වැළලාගෙන
8.675574,1.8067458,261,බැඳුම්කර සිද්ධිය ගැන සෙවීමට ජනපති කොමිසමක්
8.13259,2.4878683,151,හිටපු ජනපතිගේ සාකච්ඡාව ගැන දේශපාලන වේදිකාවේ විවිධ අදහස් පලවෙයි
7.105218,3.503095,283,ඒකාබද්ධයේ මන්ත්රීවරුන් 20කට ඉදිරි මැතිවරණ අහිමි වෙයි ද?
8.619359,1.8719807,261,බැඳුම්කර සිද්ධියේ කොමිසම පත් කිරීමේ ගැසට් නිවේදනය මේ සතියේදී
8.741512,2.112285,261,බැඳුම්කර වංචාව ගැන තුන් මසකින් ක්රියාමාර්ගයක්
9.944438,3.1259959,316,27 වෙනදා එන්න ඉන්න අයට මහින්දගෙන් උපදෙසක්
8.722729,2.0949767,261,බැඳුම්කර වංචාව එජාපය පිළිගත්තා - මහින්දානන්ද
7.447338,4.048449,190,ජනාධිපති කොමිසමේ ප්රධාන අරමුණ ගැන අැමති ලක්ෂමන් කියයි
7.764004,2.0496664,187,නියෝජ්ය ඇමති රන්ජන්ගෙන් ප්රාදේශීය ලේකම්වරියකට දෝෂාරෝපණයක්
8.442151,4.0969253,278,ප්රතිපත්ති වෙනස් වන්නේ නැහැ - අගමැති
11.712242,6.1114435,229,මහරගම නගර මධ්යයේ පුවරුවක් මත නැගී පුද්ගලයෙකු විරෝධතාවක
4.29298,1.2030234,76,ඇවන්ගාඩ් ආයුධ නැවේ පරීක්ෂණ සී.අයි.ඩී.යට
13.08259,1.2774599,291,රත්නපුර - හල්දොල ඇලේ ගසාගෙන ගිය කාන්තාවගේ මළ සිරුර හමුවෙයි
9.679479,3.6837497,283,පුංචි ඡන්දේ කල් යයි ද ?
13.276787,1.1287017,291,මහනුවර - කටුගස්තොට - පිඟාඔයේ පුද්ගල මළ සිරුරක්
13.795129,9.844483,233,කොළඹ - ග්රෑන්ඩ්පාස් සහ මහර අනතුරු දෙකකින් දෙදෙනෙකු ජීවිතක්ෂයට
9.76831,3.5718725,283,සැබෑ විපක්ෂය දන්නවද ?
8.645327,4.3249364,278,ගුවන් හමුදාව ඉටු කළ සේවය විශිෂ්ඨයි. - ජනපති
13.00696,1.461253,291,අතුරුදන් වූ ගෝනගංආරේ පිරිමි ළමයාගේ සිරුර මැණික් ගඟෙන් හමුවේ
10.318928,2.8692546,316,මැරුවට මරණය
11.137143,8.387071,28,Update: විමල් රට යන හැඩයි
11.323354,8.498884,28,Update: කරාතේ වසන්ත ඝාතනයේ ප්රධාන සැලසුම්කරු යුද හමුදා විශේෂ බලකායෙන් පැනගිය සෙබළෙක්ලු
8.443858,4.6745663,278,අතීත අභිමානය අනාගත පරපුර වෙනුවෙන් දායාද කරනවා - ජනපති
8.67833,3.52868,278,ඩෙස්මන්ඩ් සිල්වා වාර්තාව ඉදිරිපත් කරන්න - ගම්මන්පිල
11.27644,8.434569,28,"Update : ඇණුනු ඉන්න ඉවත් කළත්, බුලත්සිංහල දරුවාට අසාධ්යයි"
11.213673,8.230604,28,Update : මහනුවර හිමිනමගේ උපවාසය අවසන්
9.862203,3.6227674,283,හෙට පෘථිවිය ළඟින් යන යෝධයාගෙන් හානියක් වෙයිද ?
11.817369,5.942581,229,සබරගමුවේ සරසවි සිසුන් උද්ඝෝෂණයක
7.9156485,0.6196213,268,උපාලි කොඩිකාරට එරෙහිව නඩුවක් ගොනු කෙරේ
13.0135975,1.2297522,291,කරාපිටිය රෝහලේ සේවකයෙකුගේ මළ සිරුරක් කාණුවකින් හමුවෙයි 
4.4116545,1.2712221,76,පොලිස් පහර කෑ එච්.එන්.ඩී.ඒ. ඩිප්ලෝමා සිසුන්ට උපාධි තත්ත්වය - අන්තරේ පා ගමනට අධිකරණයෙන් තහනමක්
11.406241,5.735435,229,පොලිස් පහරදීමට එරෙහිව පාර්ලිමේන්තුවේ විරෝධතා පුවරු ඔසවයි
4.255747,1.0456108,76,එස්. එෆ්. ලොක්කා 9 වනදා දක්වා රිමාන්ඩ්
10.319159,2.7482936,316,අප මාධ්යවේදියාට පොලිස් මහත්තයෙක් දාපු සද්දයක්
10.689903,2.589348,316,අම්මා පුතාව කෝච්චියට තල්ලු කර මරන්න හදලා
9.611751,3.694158,283,"අග්රාමාත්යවරයා කතා කළත්, හඬ නෑසුනේ ඇයි ?"
8.478933,5.552136,135,Update: අතිපූජ්ය මාදුළුවාවේ සෝභිත හිමියන්ගේ ශ්රී දේහය ශ්රී ලංකාවට වැඩම කරවති
9.101283,3.4696157,278,තුරුළට ගියේ නෑ. නොමඟ ගියොත් ඉවත්වෙනවා - අමාත්ය නිමල් සිරිපාල
10.14984,3.0814707,316,ගමේ හිටවලා යවන්නේ කොහොමද
11.188488,8.477332,28,Update: උදේ රිමාන්ඩ් කළ කොටි සැකකරුවන් 31 දෙනෙකුට සවස ඇප
11.322106,8.467479,28,Update: කැකිරාවේ පෞද්ගලික බැංකුවක බෝම්බයක් පිපිරෙයි
11.14023,8.395781,28,Update: ජනපති උපදෙසින් ඇවන්ගාඩ් ගිවිසුම් අහෝසියි
4.567597,1.3131223,76,කේ.පී.ගේ නඩුව යළි කල් යයි
8.503301,3.570405,278,මොරගහකන්ද අසාර්ථකයි. අනුර කුමාර
11.858375,6.6523995,246,දුම්රිය ස්ථානාධිපතිවරුන්ගේ වෘත්තීය ක්රියාමාර්ගය අවසන්
7.7775645,0.5122163,268,රවී කරුණානායක ඇතුළු 11 දෙනෙකුට එරෙහි නඩුවක විමර්ශන අවසන් බව රහස් පොලීසිය අධිකරණයට දන්වයි
4.3958454,1.2630715,76,"චීනය, බී.බී.සී. තහනම් කරයි"
8.333554,3.6005998,278,පඬු කරඳ ශාකය ගැන අවසන් තීරණයක් එනතුරු ගලවන්නේ නැහැ - ඇමති අමරවීර
8.447699,1.7107247,261,පාස්කු කොමිසමේ වාර්තාව හෙට කැබිනට්ටුවට ?
7.656494,4.5484905,190,ඉඩම් මංකොල්ලයට සම්බන්ධ පුද්ගලයන් තම රජයක් යටතේ නීතිය ඉදිරියට ගෙන එන බව සජිත් කියයි 
7.548615,0.31323838,268,ඇමති විමල් ඇතුළු 7කට එරෙහි නඩුව කල් යයි
6.014871,6.628692,35,ක්රීඩා ඇමති සහ ක්රිකට් ආයතනයේ නිලධාරීන්ට නොතීසි
7.691523,0.65799844,268,බැඳුම්කර වෙන්දේසි දෙක සම්බන්ධ නඩු විභාග සඳහා ත්රිපුද්ගල විනිසුරු මඩුලු දෙකක් පත් කෙරේ
9.752555,3.6739905,283,සඟවන්න හදන්නේ කුමක් ද ? - ප්රජාතන්ත්රවාදය පරිහානියට ලක්වීමේ ක්රියාවක් 
4.375447,1.5339826,76,ඇමෙරිකානු ජී.එස්.පී. ප්රතිලාභ ඉහළ නැංවීම පිළිබඳ සාකච්ඡා
8.5010605,1.7691962,261,පාස්කු ප්රහාරය ගැන වාර්තාව අධ්යයනයට පත් කළ කමිටුව ගැන පැහැදිලි කිරීමක්
8.38511,1.9284154,261,අලි මිනිස් ගැටුම ගැන විශේෂ විගණන වාර්තාව අද කෝපා කමිටුවට
8.492643,5.471366,135,බත්තරමුල්ලේ සීලරතන හිමි ශ්රී ලංකා ක්රිකට් නිලවරණයට ඉදිරිපත් වෙයි 
10.72476,2.934719,316,කැළෑ රකින්න කඩාපනින හමුදාවක්
11.70131,5.945896,229,ශිෂ්යත්ව විභාග කඩඉම් ලකුණු පහළදමන ලෙසට ඉල්ලමින් පිරිසක් අද විරෝධතාවයක 
8.758853,1.8268285,261,2015 - 2018 රාජ්ය ආයතනවල සිදුවූ වංචා ගැන සෙවූ කොමිසමේ වාර්තාව කැබිනට්ටුවට
6.055119,6.651778,35,LPL තරඟ පාවා දීමට චෝදනා එල්ල වූ ක්රිකට් ක්රීඩක සචිත්රගේ අපේක්ෂිත ඇප අයදුම්පත ප්රතික්ෂේප වෙයි
13.849994,9.726207,233,ගලේවෙල - තලකිරියාගම අනතුරකින් දෙදෙනෙකු මරුට
7.259422,4.282947,190,පොදු තීරණයකට එළැඹුණු බව වාසු කියයි
7.3187222,3.6552112,190,මත්තල ගැන අවසන් තීන්දුවක් නැහැ - නිදහස් පක්ෂය කියයි
7.376105,4.095091,190,උතුරේ ජනතාවගෙන් එල්ලවන ප්රතිවිරෝධයක් ගැන අනුර කුමාර කියයි
8.33808,5.219518,135,භික්ෂු විනය සඳහා රාජනීතිය අවශ්ය නැහැ -නියංගොඩ විජිතසිරි නාහිමියන් කියයි
13.718593,9.997497,233,රිය අනතුරු දෙකකින් කාන්තාවක් සහ තරුණයෙකු ජීවිතක්ෂයට
7.267204,4.3460693,190,නව ව්යවස්ථාවක් සම්පාදනයට හිටපු ජනපතිගේ සහයෝගය ඉල්ලූ බව විපක්ෂ නායක කියයි
7.2907214,4.428098,190,පෙර වැරදි නොකරන බව බැසිල් කියයි
12.415167,6.4784555,246,අද රාත්රී 12 සිට දුම්රිය වර්ජනයක්
11.619887,4.6809864,308,"ඇල්ටෝ, වැගන්ආර් මිල රුපියල් තුන්ලක්ෂ 75,000 කින් ඉහළට"
11.657863,4.8620896,308,දුම්වැටියක මිල ඉහළට
11.55074,6.637548,246,කෝපායි බල ප්රදේශයේ ග්රාම නිලධාරිවරුන් වෘත්තීය ක්රියාමාර්ගයක
4.0433197,0.9709518,76,යුද අපරාධ චෝදනා මත හිටපු එල්.ටී.ටී.ඊ සාමාජිකයෙකු ජර්මනියේදී අත්අඩංගුවට
7.6463923,4.7298594,190,දරුවන් උගත් පරපුරක් කිරීමට රජය දැවැන්ත පරිවර්තනයක් ආරම්භ කර ඇති බව ජනපති කියයි
11.393351,2.3555079,320,දරු තිදෙනෙකුගෙන් පිය සෙනෙහස උදුරාගත් දැවැන්තයා 
13.904945,10.046754,233,යතුරුපැදි අනතුරකින් පුද්ගලයෙකු මරුට
8.260601,3.6096818,278,ඒකාබද්ධයේ රැළිය අසාර්ථකයි - ඇමති අකිල විරාජ්
7.0031304,3.5487309,278,ශ්රී ලංකා නිදහස් පක්ෂය පුද්ගල මතවාද අනුව ගොඩනැගුණු පක්ෂයක් නොවේ - දයාසිරි ජයසේකර
11.47378,6.694274,246,වෛද්යවරුන් තවත් වර්ජනයකට සැරසේ
4.8444295,1.5444483,76,ඉතිරි විශේෂ මහාධිකරණ දෙක ඉදිරි මාස කිහිපයේ - රාජ්ය ඇමති අජිත් පී. පෙරේරා
7.882813,0.68456566,268,රංජන්ට එරෙහි නඩුව විභාගයට අවසර - අධි චෝදනාත් බාර දෙයි
11.612131,6.5448937,246,දුම්රිය වෘත්තිය සමිති කිහිපයක් හදිසි වර්ජනයක
7.172108,4.0132427,190,දයාසිරි මහ ලේකම් ධූරයට සුදුසු බව වෙල්ගම කියයි
4.6300387,1.229437,76,සී.වී. විග්නේෂ්වරන් ඇතුලූ උතුර පළාත් ඇමතිවරුන් දෙදෙනෙකුට අධිකරණය හමුවේ පෙනී සිටින්නැයි නියෝගයක්
8.19283,5.2512136,135,ඥානසාර හිමියන් වෙනුවෙන් අභියාචනයක්
11.557262,6.4700494,246,සමෘද්ධි නිලධාරීන් අද වර්ජනයක
11.992528,6.62826,246,දුම්රිය වර්ජනය නිසා ලංගම සේවකයින්ගේ නිවාඩු අවලංගුයි
11.614474,4.933087,308,මත්පැන් බෝතලයක මිල රුපියල් 40 කින් ඉහළට
11.41902,6.410978,246,සාකච්ඡා කර ගැටලූ විසදා ගනිමු - ප්රවාහන ඇමති දුම්රිය වෘත්තීය සමිතිවලින් ඉල්ලීමක් කරයි
11.660221,4.873099,308,ඉන්ධන වර්ග දෙකක මිල ඉහළට
7.3761363,3.9755025,190,අපකීර්තිමත් තීන්දුවක් ගැන ඒකාබද්ධය කියයි
7.871791,2.390283,187,ප්රසිද්ධ විවාදයකට එන්නැයි විමල්ගෙන් ඇමති සජිත්ට අභියෝගයක්
7.6485705,1.6462115,187,"මන්ත්රී රෝහිත අබේගුණවර්ධනට, මන්ත්රී දයාසිරි ජයසේකරගෙන් අභියෝගයක්"
7.2145724,4.0805607,190,නැවත පාර්ලිමේන්තු පැමිණෙන බව හිටපු ඇමති මර්වින් කියයි
8.232112,4.988796,135,රතන හිමියන් නඩු කියන්න සැරසේ
4.2231307,1.1369268,76,ටී -56 ගිනි අවි අස්ථානගත වීම ගැන පරීක්ෂණ සී.අයි.ඩී. යට
4.728664,1.197022,76,හිටපු පොලිස්පති එන්.කේ.ඉලංගකෝන් තේරීම්කාරක සභාව හමුවට
7.250441,3.3995712,278,සජිත් සමඟ නිදහස් පක්ෂයේ සාකච්ඡාවක් නැහැ - සන්ධාන මහලේකම්
13.883422,9.86416,233,නිට්ටඹුවේ රිය අනතුරකින් පුද්ගලයෙකු ජීවිතක්ෂයට
8.158496,2.48154,151,ඉදිරි ජනාධිපතිවරණය ගැන විවිධ අදහස්
11.385576,5.6804132,229,පානීය ජලය ඉල්ලා ඇඹිලිපිටියේ විරෝධතාවක්
8.241177,5.1106253,135,නිධන් හොරකමක යෙදනවාදැයි සජිත් ගැන සැකයක් - පූජ්ය අඟුලුගල්ලේ සිරි ජිනානන්ද හිමියන්
8.292844,3.7968483,278,අගමැති ප්රමුඛ ආණ්ඩුව කම්කරු ජනතාව නොසළකා හැරලා - අනුර කුමාර
8.089277,2.5157473,151,ඉදිරි ජනපති අපේක්ෂකයා ගැන අදත් පක්ෂ විපක්ෂ විවිධ අදහස්
6.971039,3.9417276,190,එජාප අපේක්ෂකයාට සහය නොදක්වන බව නිදහස් පක්ෂය කියයි
7.216286,4.1198683,190,චෝදනා පදනම් විරහිත බව මන්ත්රී ඩලස් කියයි
8.375997,4.6720257,278,බුද්ධාගම ආරක්ෂා වුනොත් අනෙක් ආගම් ආරක්ෂා වෙනවා
9.854159,3.6693091,283,"කොළඹ කසල ගැටළුව අනිද්දා වෙද්දී, විසදෙයි ද?"
6.6979833,3.3976872,278,පොහොට්ටුවේ සමුළුවට නිදහස් පක්ෂ මන්ත්රීවරුන්ටත් ආරාධනා
6.3469496,3.5010662,278,ජනපති අපේක්ෂකයා නම් කරන පොදුජන පෙරමුණේ ජාතික සම්මේලනය අද
6.964866,3.933851,190,විනය පියවර ගැනීමට පසුබට නොවන බව නිදහස් පක්ෂ මහලේකම් කියයි
7.1961336,4.299211,190,ගෝඨා පරාජය කළ නොහැකි බව ගම්මන්පිළ කියයි
6.8063025,3.4202616,278,නිදහස් පක්ෂයෙන් වෙන වෙනම ගිවිසුම්
7.4900074,0.65428185,268,ශ්රී ලංකාවට ගැන චෙන්නායි මහාධිකරණයට පෙත්සමක්.
7.546303,3.9966273,190,යුද නැව් දීමේ සැලැස්ම ගැන ඉන්දීය අධිකරණයක් ප්රශ්න කරයි.
11.209508,8.259491,28,UPDATE : රතුපස්වල යළි විරෝධතාවක්.
11.007821,8.326967,28,UPDATE:  : උතුරු මහඇමති ධුරයේ වැඩ භාර ගනී.
4.8294883,1.4885306,76,බර්ටිගෙන් හිස්වූ කලාවැව අසුන එස්.එම්. චන්ද්රසේනට.
10.9604,8.374402,28,UPDATE : : කැනඩාව පොදුරද සමුළුව වර්ජනය කිරීම ඵල රහිතලූ.
